Owner,OwnerID,Score,Opponent,OppID,OppScore,Outcome
Matt,1,66.5,Meera,4,61.5,W
Meera,4,61.5,Matt,1,66.5,L
Daniel,2,72.1,Samir,3,88.3,L
Samir,3,88.3,Daniel,2,72.1,W
David,5,68.0,Scott,7,76.4,L
Scott,7,76.4,David,5,68.0,W
Adam,6,117.1,Petr,8,125.8,L
Petr,8,125.8,Adam,6,117.1,W
